Abilify		Alcohols
Benzodiazepines		Pharmaceutical Preparations
Benzodiazepines		Midazolam
Benzodiazepines		Terfenadine
Benzodiazepines		Quinidine
Benzodiazepines		Viracept
Benzodiazepines		Antimycobacterial agent
Anti-Arrhythmia Agents		Pharmacologic Substance
Anti-Arrhythmia Agents		Cisapride
Anti-Arrhythmia Agents		Rifampin
Anti-Arrhythmia Agents		Antihistamines
Anti-Arrhythmia Agents		Triazolam
Anti-Arrhythmia Agents		Amiodarone
Anti-Arrhythmia Agents		Astemizole
Anti-Arrhythmia Agents		Ergot Derivative [EPC]
Anti-Arrhythmia Agents		Benzodiazepines
Anti-Arrhythmia Agents		Pharmaceutical Preparations
Anti-Arrhythmia Agents		Midazolam
Anti-Arrhythmia Agents		Terfenadine
Anti-Arrhythmia Agents		Quinidine
Anti-Arrhythmia Agents		Viracept
Anti-Arrhythmia Agents		Antimycobacterial agent
Pharmaceutical Preparations		Pharmacologic Substance
Pharmaceutical Preparations		Cisapride
Pharmaceutical Preparations		Rifampin
Pharmaceutical Preparations		Antihistamines
Pharmaceutical Preparations		Triazolam
Pharmaceutical Preparations		Amiodarone
Pharmaceutical Preparations		Astemizole
Pharmaceutical Preparations		Ergot Derivative [EPC]
Pharmaceutical Preparations		Benzodiazepines
Pharmaceutical Preparations		Anti-Arrhythmia Agents
Pharmaceutical Preparations		Midazolam
Pharmaceutical Preparations		Terfenadine
Pharmaceutical Preparations		Quinidine
Pharmaceutical Preparations		Viracept
Pharmaceutical Preparations		Antimycobacterial agent
Midazolam		Pharmacologic Substance
Midazolam		Cisapride
Midazolam		Rifampin
Midazolam		Antihistamines
Midazolam		Triazolam
Midazolam		Amiodarone
Midazolam		Astemizole
Midazolam		Ergot Derivative [EPC]
Midazolam		Benzodiazepines
Midazolam		Anti-Arrhythmia Agents
Midazolam		Pharmaceutical Preparations
Midazolam		Terfenadine
Midazolam		Quinidine
Midazolam		Viracept
Midazolam		Antimycobacterial agent
Terfenadine		Pharmacologic Substance
Terfenadine		Cisapride
Terfenadine		Rifampin
Terfenadine		Antihistamines
Terfenadine		Triazolam
Terfenadine		Amiodarone
Terfenadine		Astemizole
Terfenadine		Ergot Derivative [EPC]
Terfenadine		Benzodiazepines
Terfenadine		Anti-Arrhythmia Agents
Terfenadine		Pharmaceutical Preparations
Terfenadine		Midazolam
Terfenadine		Quinidine
Terfenadine		Viracept
Terfenadine		Antimycobacterial agent
Quinidine		Pharmacologic Substance
Quinidine		Cisapride
Quinidine		Rifampin
Quinidine		Antihistamines
Quinidine		Triazolam
Quinidine		Amiodarone
Quinidine		Astemizole
Quinidine		Ergot Derivative [EPC]
Quinidine		Benzodiazepines
Quinidine		Anti-Arrhythmia Agents
Quinidine		Pharmaceutical Preparations
Quinidine		Midazolam
Quinidine		Terfenadine
Quinidine		Viracept
Quinidine		Antimycobacterial agent
Viracept		Pharmacologic Substance
Viracept		Cisapride
Viracept		Rifampin
Viracept		Antihistamines
Viracept		Triazolam
Viracept		Amiodarone
Viracept		Astemizole
Viracept		Ergot Derivative [EPC]
Viracept		Benzodiazepines
Viracept		Anti-Arrhythmia Agents
Viracept		Pharmaceutical Preparations
Viracept		Midazolam
Viracept		Terfenadine
Viracept		Quinidine
Viracept		Antimycobacterial agent
Antimycobacterial agent		Pharmacologic Substance
Antimycobacterial agent		Cisapride
Antimycobacterial agent		Rifampin
Antimycobacterial agent		Antihistamines
Antimycobacterial agent		Triazolam
Antimycobacterial agent		Amiodarone
Antimycobacterial agent		Astemizole
Antimycobacterial agent		Ergot Derivative [EPC]
Antimycobacterial agent		Benzodiazepines
Antimycobacterial agent		Anti-Arrhythmia Agents
Antimycobacterial agent		Pharmaceutical Preparations
Antimycobacterial agent		Midazolam
Antimycobacterial agent		Terfenadine
Antimycobacterial agent		Quinidine
Antimycobacterial agent		Viracept
Vitamin K		Dipyridamole
Vitamin K		abciximab
Vitamin K		Aspirin
Vitamin K		Pharmaceutical Preparations
Vitamin K		Heparin
Vitamin K		Alteplase
Dipyridamole		Vitamin K
Dipyridamole		abciximab
Dipyridamole		Aspirin
Dipyridamole		Pharmaceutical Preparations
Dipyridamole		Heparin
Dipyridamole		Alteplase
abciximab		Vitamin K
abciximab		Dipyridamole
abciximab		Aspirin
abciximab		Pharmaceutical Preparations
abciximab		Heparin
abciximab		Alteplase
Aspirin		Vitamin K
Aspirin		Dipyridamole
Aspirin		abciximab
Aspirin		Pharmaceutical Preparations
Aspirin		Heparin
Aspirin		Alteplase
Pharmaceutical Preparations		Vitamin K
Pharmaceutical Preparations		Dipyridamole
Pharmaceutical Preparations		abciximab
Pharmaceutical Preparations		Aspirin
Pharmaceutical Preparations		Heparin
Pharmaceutical Preparations		Alteplase
Heparin		Vitamin K
Heparin		Dipyridamole
Heparin		abciximab
Heparin		Aspirin
Heparin		Pharmaceutical Preparations
Heparin		Alteplase
Alteplase		Vitamin K
Alteplase		Dipyridamole
Alteplase		abciximab
Alteplase		Aspirin
Alteplase		Pharmaceutical Preparations
Alteplase		Heparin
Invirase		Ritonavir
Ritonavir		Invirase
Monoamine Oxidase Inhibitors		Anafranil
Anafranil		Monoamine Oxidase Inhibitors
Monoamine Oxidase Inhibitors		Antidepressive Agents
Monoamine Oxidase Inhibitors		Hexalen
Antidepressive Agents		Monoamine Oxidase Inhibitors
Antidepressive Agents		Hexalen
Hexalen		Monoamine Oxidase Inhibitors
Hexalen		Antidepressive Agents
Ketoconazole		almotriptan
almotriptan		Ketoconazole
Cimetidine		Diltiazem
Diltiazem		Cimetidine
Methotrexate		Acitretin
Acitretin		Methotrexate
Cimetidine		Diltiazem
Diltiazem		Cimetidine
Labetalol hydrochloride		Halothane
Halothane		Labetalol hydrochloride
Videx		Calcium
Videx		Antacids
Videx		Ciprofloxacin
Calcium		Videx
Calcium		Antacids
Calcium		Ciprofloxacin
Antacids		Videx
Antacids		Calcium
Antacids		Ciprofloxacin
Ciprofloxacin		Videx
Ciprofloxacin		Calcium
Ciprofloxacin		Antacids
Cimetidine		Histamine H2 Antagonists
Histamine H2 Antagonists		Cimetidine
Phenylbutazone		Etodolac
Etodolac		Phenylbutazone
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Nisoldipine
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Quinidine
Nisoldipine		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Nisoldipine		Quinidine
Quinidine		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Quinidine		Nisoldipine
Potassium Sparing Diuretics		Potassium supplement
Potassium Sparing Diuretics		Thiazide Diuretics
Potassium Sparing Diuretics		Lotensin
Potassium supplement		Potassium Sparing Diuretics
Potassium supplement		Thiazide Diuretics
Potassium supplement		Lotensin
Thiazide Diuretics		Potassium Sparing Diuretics
Thiazide Diuretics		Potassium supplement
Thiazide Diuretics		Lotensin
Lotensin		Potassium Sparing Diuretics
Lotensin		Potassium supplement
Lotensin		Thiazide Diuretics
Calcium Channel Blockers		Trileptal
Calcium Channel Blockers		Felodipine
Trileptal		Calcium Channel Blockers
Trileptal		Felodipine
Felodipine		Calcium Channel Blockers
Felodipine		Trileptal
penciclovir		Probenecid
penciclovir		Pharmaceutical Preparations
Probenecid		penciclovir
Probenecid		Pharmaceutical Preparations
Pharmaceutical Preparations		penciclovir
Pharmaceutical Preparations		Probenecid
Fluorouracil		Leucovorin
Leucovorin		Fluorouracil
Magnesium Hydroxide		Enoxacin
Magnesium Hydroxide		Antacids
Magnesium Hydroxide		Aluminum Hydroxide
Enoxacin		Magnesium Hydroxide
Enoxacin		Antacids
Enoxacin		Aluminum Hydroxide
Antacids		Magnesium Hydroxide
Antacids		Enoxacin
Antacids		Aluminum Hydroxide
Aluminum Hydroxide		Magnesium Hydroxide
Aluminum Hydroxide		Enoxacin
Aluminum Hydroxide		Antacids
Erythromycin		Ketoconazole
Erythromycin		Macrolide Antibiotics
Erythromycin		Adrenal Cortex Hormones
Erythromycin		Pharmaceutical Preparations
Ketoconazole		Erythromycin
Ketoconazole		Macrolide Antibiotics
Ketoconazole		Adrenal Cortex Hormones
Ketoconazole		Pharmaceutical Preparations
Macrolide Antibiotics		Erythromycin
Macrolide Antibiotics		Ketoconazole
Macrolide Antibiotics		Adrenal Cortex Hormones
Macrolide Antibiotics		Pharmaceutical Preparations
Adrenal Cortex Hormones		Erythromycin
Adrenal Cortex Hormones		Ketoconazole
Adrenal Cortex Hormones		Macrolide Antibiotics
Adrenal Cortex Hormones		Pharmaceutical Preparations
Pharmaceutical Preparations		Erythromycin
Pharmaceutical Preparations		Ketoconazole
Pharmaceutical Preparations		Macrolide Antibiotics
Pharmaceutical Preparations		Adrenal Cortex Hormones
Methotrexate		Indocin
Indocin		Methotrexate
Starlix		Tolbutamide
Tolbutamide		Starlix
Fluvoxamine Maleate		Warfarin
Warfarin		Fluvoxamine Maleate
Nitroglycerin		Labetalol hydrochloride
Labetalol hydrochloride		Nitroglycerin
Phenylbutazone		Hemostatic Agents
Phenylbutazone		Dipyridamole
Phenylbutazone		Platelet Inhibitors
Phenylbutazone		Heparin sodium
Phenylbutazone		Aspirin
Phenylbutazone		Indomethacin
Phenylbutazone		Pharmaceutical Preparations
Phenylbutazone		Dextran
Phenylbutazone		Ibuprofen
Phenylbutazone		Hydroxychloroquine
Hemostatic Agents		Phenylbutazone
Hemostatic Agents		Dipyridamole
Hemostatic Agents		Platelet Inhibitors
Hemostatic Agents		Heparin sodium
Hemostatic Agents		Aspirin
Hemostatic Agents		Indomethacin
Hemostatic Agents		Pharmaceutical Preparations
Hemostatic Agents		Dextran
Hemostatic Agents		Ibuprofen
Hemostatic Agents		Hydroxychloroquine
Dipyridamole		Phenylbutazone
Dipyridamole		Hemostatic Agents
Dipyridamole		Platelet Inhibitors
Dipyridamole		Heparin sodium
Dipyridamole		Aspirin
Dipyridamole		Indomethacin
Dipyridamole		Pharmaceutical Preparations
Dipyridamole		Dextran
Dipyridamole		Ibuprofen
Dipyridamole		Hydroxychloroquine
Platelet Inhibitors		Phenylbutazone
Platelet Inhibitors		Hemostatic Agents
Platelet Inhibitors		Dipyridamole
Platelet Inhibitors		Heparin sodium
Platelet Inhibitors		Aspirin
Platelet Inhibitors		Indomethacin
Platelet Inhibitors		Pharmaceutical Preparations
Platelet Inhibitors		Dextran
Platelet Inhibitors		Ibuprofen
Platelet Inhibitors		Hydroxychloroquine
Heparin sodium		Phenylbutazone
Heparin sodium		Hemostatic Agents
Heparin sodium		Dipyridamole
Heparin sodium		Platelet Inhibitors
Heparin sodium		Aspirin
Heparin sodium		Indomethacin
Heparin sodium		Pharmaceutical Preparations
Heparin sodium		Dextran
Heparin sodium		Ibuprofen
Heparin sodium		Hydroxychloroquine
Aspirin		Phenylbutazone
Aspirin		Hemostatic Agents
Aspirin		Dipyridamole
Aspirin		Platelet Inhibitors
Aspirin		Heparin sodium
Aspirin		Indomethacin
Aspirin		Pharmaceutical Preparations
Aspirin		Dextran
Aspirin		Ibuprofen
Aspirin		Hydroxychloroquine
Indomethacin		Phenylbutazone
Indomethacin		Hemostatic Agents
Indomethacin		Dipyridamole
Indomethacin		Platelet Inhibitors
Indomethacin		Heparin sodium
Indomethacin		Aspirin
Indomethacin		Pharmaceutical Preparations
Indomethacin		Dextran
Indomethacin		Ibuprofen
Indomethacin		Hydroxychloroquine
Pharmaceutical Preparations		Phenylbutazone
Pharmaceutical Preparations		Hemostatic Agents
Pharmaceutical Preparations		Dipyridamole
Pharmaceutical Preparations		Platelet Inhibitors
Pharmaceutical Preparations		Heparin sodium
Pharmaceutical Preparations		Aspirin
Pharmaceutical Preparations		Indomethacin
Pharmaceutical Preparations		Dextran
Pharmaceutical Preparations		Ibuprofen
Pharmaceutical Preparations		Hydroxychloroquine
Dextran		Phenylbutazone
Dextran		Hemostatic Agents
Dextran		Dipyridamole
Dextran		Platelet Inhibitors
Dextran		Heparin sodium
Dextran		Aspirin
Dextran		Indomethacin
Dextran		Pharmaceutical Preparations
Dextran		Ibuprofen
Dextran		Hydroxychloroquine
Ibuprofen		Phenylbutazone
Ibuprofen		Hemostatic Agents
Ibuprofen		Dipyridamole
Ibuprofen		Platelet Inhibitors
Ibuprofen		Heparin sodium
Ibuprofen		Aspirin
Ibuprofen		Indomethacin
Ibuprofen		Pharmaceutical Preparations
Ibuprofen		Dextran
Ibuprofen		Hydroxychloroquine
Hydroxychloroquine		Phenylbutazone
Hydroxychloroquine		Hemostatic Agents
Hydroxychloroquine		Dipyridamole
Hydroxychloroquine		Platelet Inhibitors
Hydroxychloroquine		Heparin sodium
Hydroxychloroquine		Aspirin
Hydroxychloroquine		Indomethacin
Hydroxychloroquine		Pharmaceutical Preparations
Hydroxychloroquine		Dextran
Hydroxychloroquine		Ibuprofen
Antiepileptic Agents		Toradol
Antiepileptic Agents		Phenytoin
Antiepileptic Agents		Carbamazepine
Toradol		Antiepileptic Agents
Toradol		Phenytoin
Toradol		Carbamazepine
Phenytoin		Antiepileptic Agents
Phenytoin		Toradol
Phenytoin		Carbamazepine
Carbamazepine		Antiepileptic Agents
Carbamazepine		Toradol
Carbamazepine		Phenytoin
Methotrexate		Naproxen
Naproxen		Methotrexate
Diuretics		Hydrochlorothiazide
Diuretics		Anti-Inflammatory Agents, Non-Steroidal
Hydrochlorothiazide		Diuretics
Hydrochlorothiazide		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Diuretics
Anti-Inflammatory Agents, Non-Steroidal		Hydrochlorothiazide
Indinavir		Tarceva
Indinavir		nefazodone
Indinavir		Clarithromycin
Indinavir		Nelfinavir
Indinavir		Troleandomycin
Indinavir		Atazanavir
Indinavir		Ketoconazole
Indinavir		Saquinavir
Indinavir		Itraconazole
Indinavir		telithromycin
Indinavir		Ritonavir
Indinavir		voriconazole
Tarceva		Indinavir
Tarceva		nefazodone
Tarceva		Clarithromycin
Tarceva		Nelfinavir
Tarceva		Troleandomycin
Tarceva		Atazanavir
Tarceva		Ketoconazole
Tarceva		Saquinavir
Tarceva		Itraconazole
Tarceva		telithromycin
Tarceva		Ritonavir
Tarceva		voriconazole
nefazodone		Indinavir
nefazodone		Tarceva
nefazodone		Clarithromycin
nefazodone		Nelfinavir
nefazodone		Troleandomycin
nefazodone		Atazanavir
nefazodone		Ketoconazole
nefazodone		Saquinavir
nefazodone		Itraconazole
nefazodone		telithromycin
nefazodone		Ritonavir
nefazodone		voriconazole
Clarithromycin		Indinavir
Clarithromycin		Tarceva
Clarithromycin		nefazodone
Clarithromycin		Nelfinavir
Clarithromycin		Troleandomycin
Clarithromycin		Atazanavir
Clarithromycin		Ketoconazole
Clarithromycin		Saquinavir
Clarithromycin		Itraconazole
Clarithromycin		telithromycin
Clarithromycin		Ritonavir
Clarithromycin		voriconazole
Nelfinavir		Indinavir
Nelfinavir		Tarceva
Nelfinavir		nefazodone
Nelfinavir		Clarithromycin
Nelfinavir		Troleandomycin
Nelfinavir		Atazanavir
Nelfinavir		Ketoconazole
Nelfinavir		Saquinavir
Nelfinavir		Itraconazole
Nelfinavir		telithromycin
Nelfinavir		Ritonavir
Nelfinavir		voriconazole
Troleandomycin		Indinavir
Troleandomycin		Tarceva
Troleandomycin		nefazodone
Troleandomycin		Clarithromycin
Troleandomycin		Nelfinavir
Troleandomycin		Atazanavir
Troleandomycin		Ketoconazole
Troleandomycin		Saquinavir
Troleandomycin		Itraconazole
Troleandomycin		telithromycin
Troleandomycin		Ritonavir
Troleandomycin		voriconazole
Atazanavir		Indinavir
Atazanavir		Tarceva
Atazanavir		nefazodone
Atazanavir		Clarithromycin
Atazanavir		Nelfinavir
Atazanavir		Troleandomycin
Atazanavir		Ketoconazole
Atazanavir		Saquinavir
Atazanavir		Itraconazole
Atazanavir		telithromycin
Atazanavir		Ritonavir
Atazanavir		voriconazole
Ketoconazole		Indinavir
Ketoconazole		Tarceva
Ketoconazole		nefazodone
Ketoconazole		Clarithromycin
Ketoconazole		Nelfinavir
Ketoconazole		Troleandomycin
Ketoconazole		Atazanavir
Ketoconazole		Saquinavir
Ketoconazole		Itraconazole
Ketoconazole		telithromycin
Ketoconazole		Ritonavir
Ketoconazole		voriconazole
Saquinavir		Indinavir
Saquinavir		Tarceva
Saquinavir		nefazodone
Saquinavir		Clarithromycin
Saquinavir		Nelfinavir
Saquinavir		Troleandomycin
Saquinavir		Atazanavir
Saquinavir		Ketoconazole
Saquinavir		Itraconazole
Saquinavir		telithromycin
Saquinavir		Ritonavir
Saquinavir		voriconazole
Itraconazole		Indinavir
Itraconazole		Tarceva
Itraconazole		nefazodone
Itraconazole		Clarithromycin
Itraconazole		Nelfinavir
Itraconazole		Troleandomycin
Itraconazole		Atazanavir
Itraconazole		Ketoconazole
Itraconazole		Saquinavir
Itraconazole		telithromycin
Itraconazole		Ritonavir
Itraconazole		voriconazole
telithromycin		Indinavir
telithromycin		Tarceva
telithromycin		nefazodone
telithromycin		Clarithromycin
telithromycin		Nelfinavir
telithromycin		Troleandomycin
telithromycin		Atazanavir
telithromycin		Ketoconazole
telithromycin		Saquinavir
telithromycin		Itraconazole
telithromycin		Ritonavir
telithromycin		voriconazole
Ritonavir		Indinavir
Ritonavir		Tarceva
Ritonavir		nefazodone
Ritonavir		Clarithromycin
Ritonavir		Nelfinavir
Ritonavir		Troleandomycin
Ritonavir		Atazanavir
Ritonavir		Ketoconazole
Ritonavir		Saquinavir
Ritonavir		Itraconazole
Ritonavir		telithromycin
Ritonavir		voriconazole
voriconazole		Indinavir
voriconazole		Tarceva
voriconazole		nefazodone
voriconazole		Clarithromycin
voriconazole		Nelfinavir
voriconazole		Troleandomycin
voriconazole		Atazanavir
voriconazole		Ketoconazole
voriconazole		Saquinavir
voriconazole		Itraconazole
voriconazole		telithromycin
voriconazole		Ritonavir
Colchicine		Acidifying preparation
Acidifying preparation		Colchicine
Colestipol		Vitamin K
Vitamin K		Colestipol
Barbiturates		Griseofulvin
Griseofulvin		Barbiturates
Norfloxacin		Amiodarone
Norfloxacin		Azoles
Norfloxacin		Diltiazem
Norfloxacin		dofetilide
Norfloxacin		Protease Inhibitor
Norfloxacin		Macrolide Antibiotics
Norfloxacin		Quinine
Norfloxacin		Tikosyn
Norfloxacin		Cannabinoids
Norfloxacin		Antifungal Agents
Norfloxacin		zafirlukast
Norfloxacin		Serotonin Uptake Inhibitors
Amiodarone		Norfloxacin
Amiodarone		Azoles
Amiodarone		Diltiazem
Amiodarone		dofetilide
Amiodarone		Protease Inhibitor
Amiodarone		Macrolide Antibiotics
Amiodarone		Quinine
Amiodarone		Tikosyn
Amiodarone		Cannabinoids
Amiodarone		Antifungal Agents
Amiodarone		zafirlukast
Amiodarone		Serotonin Uptake Inhibitors
Azoles		Norfloxacin
Azoles		Amiodarone
Azoles		Diltiazem
Azoles		dofetilide
Azoles		Protease Inhibitor
Azoles		Macrolide Antibiotics
Azoles		Quinine
Azoles		Tikosyn
Azoles		Cannabinoids
Azoles		Antifungal Agents
Azoles		zafirlukast
Azoles		Serotonin Uptake Inhibitors
Diltiazem		Norfloxacin
Diltiazem		Amiodarone
Diltiazem		Azoles
Diltiazem		dofetilide
Diltiazem		Protease Inhibitor
Diltiazem		Macrolide Antibiotics
Diltiazem		Quinine
Diltiazem		Tikosyn
Diltiazem		Cannabinoids
Diltiazem		Antifungal Agents
Diltiazem		zafirlukast
Diltiazem		Serotonin Uptake Inhibitors
dofetilide		Norfloxacin
dofetilide		Amiodarone
dofetilide		Azoles
dofetilide		Diltiazem
dofetilide		Protease Inhibitor
dofetilide		Macrolide Antibiotics
dofetilide		Quinine
dofetilide		Tikosyn
dofetilide		Cannabinoids
dofetilide		Antifungal Agents
dofetilide		zafirlukast
dofetilide		Serotonin Uptake Inhibitors
Protease Inhibitor		Norfloxacin
Protease Inhibitor		Amiodarone
Protease Inhibitor		Azoles
Protease Inhibitor		Diltiazem
Protease Inhibitor		dofetilide
Protease Inhibitor		Macrolide Antibiotics
Protease Inhibitor		Quinine
Protease Inhibitor		Tikosyn
Protease Inhibitor		Cannabinoids
Protease Inhibitor		Antifungal Agents
Protease Inhibitor		zafirlukast
Protease Inhibitor		Serotonin Uptake Inhibitors
Macrolide Antibiotics		Norfloxacin
Macrolide Antibiotics		Amiodarone
Macrolide Antibiotics		Azoles
Macrolide Antibiotics		Diltiazem
Macrolide Antibiotics		dofetilide
Macrolide Antibiotics		Protease Inhibitor
Macrolide Antibiotics		Quinine
Macrolide Antibiotics		Tikosyn
Macrolide Antibiotics		Cannabinoids
Macrolide Antibiotics		Antifungal Agents
Macrolide Antibiotics		zafirlukast
Macrolide Antibiotics		Serotonin Uptake Inhibitors
Quinine		Norfloxacin
Quinine		Amiodarone
Quinine		Azoles
Quinine		Diltiazem
Quinine		dofetilide
Quinine		Protease Inhibitor
Quinine		Macrolide Antibiotics
Quinine		Tikosyn
Quinine		Cannabinoids
Quinine		Antifungal Agents
Quinine		zafirlukast
Quinine		Serotonin Uptake Inhibitors
Tikosyn		Norfloxacin
Tikosyn		Amiodarone
